"sep=	"
Shimmer_B5B6_Timestamp_Shimmer_CAL	Shimmer_B5B6_Accel_LN_Y_CAL	Shimmer_B5B6_Accel_LN_X_CAL	Shimmer_B5B6_Accel_LN_Z_CAL	
Ticks	m/(s^2)	m/(s^2)	m/(s^2)	
422472.4426269531	0.9518072289156627	0.6097560975609756	9.807228915662652	
422477.4169921875	0.9397590361445783	0.5853658536585367	9.819277108433736	
422482.3913574219	0.963855421686747	0.5731707317073171	9.831325301204819	
422487.36572265625	0.9518072289156627	0.5853658536585367	9.819277108433736	
422492.3400878906	0.9156626506024097	0.5609756097560976	9.843373493975903	
422497.314453125	0.9397590361445783	0.5853658536585367	9.843373493975903	
422502.2888183594	0.963855421686747	0.5975609756097561	9.819277108433736	
422507.26318359375	0.9518072289156627	0.6097560975609756	9.783132530120483	
422512.2375488281	1.0	0.6219512195121951	9.759036144578314	
422517.2119140625	1.0	0.6341463414634146	9.771084337349398	
422522.1862792969	1.0120481927710845	0.6707317073170732	9.734939759036145	
422527.16064453125	1.0	0.6707317073170732	9.734939759036145	
422532.1350097656	1.0	0.6829268292682927	9.759036144578314	
422537.109375	0.9759036144578314	0.6829268292682927	9.807228915662652	
422542.0837402344	0.9759036144578314	0.6951219512195123	9.819277108433736	
422547.05810546875	0.9518072289156627	0.7073170731707318	9.843373493975903	
422552.0324707031	0.9397590361445783	0.6707317073170732	9.867469879518072	
422557.0068359375	0.9036144578313253	0.6585365853658537	9.927710843373495	
422561.9812011719	0.8915662650602411	0.6585365853658537	9.975903614457831	
422566.95556640625	0.9036144578313253	0.6463414634146342	10.012048192771084	
422571.9299316406	0.8674698795180723	0.6463414634146342	10.024096385542169	
422576.904296875	0.9036144578313253	0.6341463414634146	10.0	
422581.8786621094	0.9156626506024097	0.6219512195121951	9.975903614457831	
422586.85302734375	0.9397590361445783	0.6341463414634146	9.927710843373495	
422591.8273925781	0.9518072289156627	0.6219512195121951	9.855421686746988	
422596.8017578125	0.9879518072289157	0.6097560975609756	9.783132530120483	
422601.7761230469	0.9759036144578314	0.6219512195121951	9.734939759036145	
422606.75048828125	0.9879518072289157	0.6097560975609756	9.686746987951807	
422611.7248535156	0.9879518072289157	0.6219512195121951	9.66265060240964	
422616.69921875	0.9879518072289157	0.6219512195121951	9.686746987951807	
422621.6735839844	0.9879518072289157	0.6097560975609756	9.66265060240964	
422626.64794921875	1.0	0.5975609756097561	9.710843373493976	
422631.6223144531	0.9879518072289157	0.6097560975609756	9.759036144578314	
422636.5966796875	0.9759036144578314	0.5975609756097561	9.795180722891567	
422641.5710449219	0.963855421686747	0.5853658536585367	9.819277108433736	
422646.54541015625	0.9277108433734941	0.5975609756097561	9.891566265060241	
422651.5197753906	0.9277108433734941	0.5975609756097561	9.927710843373495	
422656.494140625	0.9156626506024097	0.6097560975609756	9.93975903614458	
422661.4685058594	0.9036144578313253	0.6219512195121951	9.891566265060241	
422666.44287109375	0.9036144578313253	0.6463414634146342	9.903614457831326	
422671.4172363281	0.9036144578313253	0.6463414634146342	9.891566265060241	
422676.3916015625	0.9397590361445783	0.6585365853658537	9.891566265060241	
422681.3659667969	0.9277108433734941	0.6707317073170732	9.867469879518072	
422686.34033203125	0.9759036144578314	0.6707317073170732	9.867469879518072	
422691.3146972656	0.9759036144578314	0.6585365853658537	9.855421686746988	
422696.2890625	0.963855421686747	0.6707317073170732	9.843373493975903	
422701.2634277344	0.963855421686747	0.6707317073170732	9.867469879518072	
422706.23779296875	0.9397590361445783	0.6463414634146342	9.855421686746988	
422711.2121582031	0.9518072289156627	0.6341463414634146	9.843373493975903	
422716.1865234375	0.9277108433734941	0.6463414634146342	9.843373493975903	
422721.1608886719	0.9156626506024097	0.6463414634146342	9.891566265060241	
422726.13525390625	0.9397590361445783	0.6341463414634146	9.867469879518072	
422731.1096191406	0.9518072289156627	0.6341463414634146	9.879518072289157	
422736.083984375	0.9518072289156627	0.5975609756097561	9.855421686746988	
422741.0583496094	0.9879518072289157	0.5853658536585367	9.843373493975903	
422746.03271484375	0.9879518072289157	0.5853658536585367	9.819277108433736	
422751.0070800781	0.9759036144578314	0.6097560975609756	9.795180722891567	
422755.9814453125	1.0120481927710845	0.6097560975609756	9.74698795180723	
422760.9558105469	0.9759036144578314	0.6219512195121951	9.734939759036145	
422765.93017578125	0.963855421686747	0.6097560975609756	9.72289156626506	
422770.9045410156	0.9397590361445783	0.6097560975609756	9.72289156626506	
422775.87890625	0.963855421686747	0.6219512195121951	9.734939759036145	
422780.8532714844	0.9397590361445783	0.6341463414634146	9.771084337349398	
422785.82763671875	0.9518072289156627	0.6219512195121951	9.795180722891567	
422790.8020019531	0.9277108433734941	0.6097560975609756	9.867469879518072	
422795.7763671875	0.9397590361445783	0.6219512195121951	9.903614457831326	
422800.7507324219	0.9277108433734941	0.6463414634146342	9.927710843373495	
422805.72509765625	0.9156626506024097	0.6219512195121951	9.93975903614458	
422810.6994628906	0.9277108433734941	0.6341463414634146	9.963855421686748	
422815.673828125	0.9277108433734941	0.6585365853658537	9.951807228915664	
422820.6481933594	0.9156626506024097	0.6707317073170732	9.927710843373495	
422825.62255859375	0.9036144578313253	0.6463414634146342	9.903614457831326	
422830.5969238281	0.9397590361445783	0.6463414634146342	9.879518072289157	
422835.5712890625	0.9397590361445783	0.6341463414634146	9.855421686746988	
422840.5456542969	0.9397590361445783	0.6585365853658537	9.819277108433736	
422845.52001953125	0.9879518072289157	0.6463414634146342	9.807228915662652	
422850.4943847656	0.9879518072289157	0.6463414634146342	9.771084337349398	
422855.46875	0.9879518072289157	0.6463414634146342	9.771084337349398	
422860.4431152344	1.0120481927710845	0.6219512195121951	9.771084337349398	
422865.41748046875	0.9759036144578314	0.6341463414634146	9.734939759036145	
422870.3918457031	0.9879518072289157	0.5975609756097561	9.74698795180723	
422875.3662109375	0.963855421686747	0.5975609756097561	9.759036144578314	
422880.3405761719	0.9397590361445783	0.6097560975609756	9.771084337349398	
422885.31494140625	0.9397590361445783	0.6097560975609756	9.783132530120483	
422890.2893066406	0.9156626506024097	0.6097560975609756	9.819277108433736	
422895.263671875	0.9397590361445783	0.5853658536585367	9.831325301204819	
422900.2380371094	0.9397590361445783	0.5975609756097561	9.843373493975903	
422905.21240234375	0.9397590361445783	0.5975609756097561	9.843373493975903	
422910.1867675781	0.9397590361445783	0.5975609756097561	9.819277108433736	
422915.1611328125	0.9759036144578314	0.6097560975609756	9.867469879518072	
422920.1354980469	0.9397590361445783	0.6219512195121951	9.891566265060241	
422925.10986328125	0.9397590361445783	0.6341463414634146	9.831325301204819	
422930.0842285156	0.9277108433734941	0.6585365853658537	9.843373493975903	
422935.05859375	0.9397590361445783	0.6341463414634146	9.867469879518072	
422940.0329589844	0.9277108433734941	0.6585365853658537	9.879518072289157	
422945.00732421875	0.9518072289156627	0.6585365853658537	9.855421686746988	
422949.9816894531	0.963855421686747	0.6707317073170732	9.831325301204819	
422954.9560546875	0.9518072289156627	0.6463414634146342	9.867469879518072	
422959.9304199219	0.9518072289156627	0.6463414634146342	9.867469879518072	
422964.90478515625	0.963855421686747	0.6585365853658537	9.843373493975903	
422969.8791503906	0.9518072289156627	0.6463414634146342	9.867469879518072	
422974.853515625	0.9518072289156627	0.6585365853658537	9.891566265060241	
422979.8278808594	0.9518072289156627	0.6585365853658537	9.855421686746988	
422984.80224609375	0.9879518072289157	0.6219512195121951	9.759036144578314	
422989.7766113281	0.963855421686747	0.6341463414634146	9.771084337349398	
422994.7509765625	0.9518072289156627	0.6097560975609756	9.807228915662652	
422999.7253417969	0.963855421686747	0.6097560975609756	9.783132530120483	
423004.69970703125	0.9879518072289157	0.6219512195121951	9.771084337349398	
423009.6740722656	0.9759036144578314	0.6219512195121951	9.74698795180723	
423014.6484375	0.9759036144578314	0.5975609756097561	9.74698795180723	
423019.6228027344	0.9759036144578314	0.5975609756097561	9.795180722891567	
423024.59716796875	0.9518072289156627	0.5975609756097561	9.795180722891567	
423029.5715332031	0.9397590361445783	0.5853658536585367	9.783132530120483	
