"sep=	"
Shimmer_B5B6_TimestampSync_Unix_CAL	Shimmer_B5B6_Accel_LN_X_CAL	Shimmer_B5B6_Accel_LN_Y_CAL	Shimmer_B5B6_Accel_LN_Z_CAL	Shimmer_B5B6_Accel_WR_X_CAL	Shimmer_B5B6_Accel_WR_Y_CAL	Shimmer_B5B6_Accel_WR_Z_CAL	Shimmer_B5B6_Battery_CAL	Shimmer_B5B6_Ext_Exp_A6_CAL	Shimmer_B5B6_Gyro_X_CAL	Shimmer_B5B6_Gyro_Y_CAL	Shimmer_B5B6_Gyro_Z_CAL	Shimmer_B5B6_Mag_X_CAL	Shimmer_B5B6_Mag_Y_CAL	Shimmer_B5B6_Mag_Z_CAL	Shimmer_B5B6_Pressure_BMP280_CAL	Shimmer_B5B6_Temperature_BMP280_CAL	
ms	m/(s^2)	m/(s^2)	m/(s^2)	m/(s^2)	m/(s^2)	m/(s^2)	mV	mV	deg/s	deg/s	deg/s	local_flux	local_flux	local_flux	kPa	Degrees Celsius	
1.7375809183031045E12	-9.609756097560975	-1.457831325301205	0.6385542168674699	1.4506283662477557	-9.486535008976661	0.7229204069419509	4111.355311355311	1951.6483516483515	3.66412213740458	-30.671755725190838	1.114503816793893	-0.24737631184407796	-0.22488755622188905	-0.3298350824587706	100.52851618851585	32.090316479053584	
1.7375809183080789E12	-9.597560975609756	-1.602409638554217	0.7590361445783133	1.5583482944344704	-9.632555356074207	0.8234590065828845	4155.311355311355	1810.2564102564102	5.1603053435114505	-33.29770992366412	1.129770992366412	-0.2623688155922039	-0.2143928035982009	-0.31784107946026985	100.52851618851585	32.090316479053584	
1.7375809183130532E12	-9.609756097560975	-1.710843373493976	0.855421686746988	1.642130460801915	-9.488928785158587	0.9096349491322561	4145.054945054945	1742.124542124542	7.450381679389313	-36.25954198473282	0.9465648854961831	-0.2623688155922039	-0.2143928035982009	-0.31784107946026985	100.52851618851585	32.090316479053584	
1.7375809183180276E12	-9.621951219512196	-1.8433734939759037	1.0240963855421688	1.7857570317175344	-9.481747456612807	1.0724117295032913	4134.798534798534	1699.6336996336995	9.435114503816793	-39.45038167938931	1.114503816793893	-0.2623688155922039	-0.22638680659670163	-0.3238380809595202	100.52851618851585	32.090316479053584	
1.737580918323002E12	-9.76829268292683	-1.9879518072289157	1.0843373493975905	1.9006582884500298	-9.618192698982645	1.0771992818671454	4142.124542124542	1695.2380952380952	9.511450381679388	-44.45801526717557	1.3587786259541985	-0.2623688155922039	-0.22638680659670163	-0.3238380809595202	100.52851618851585	32.090316479053584	
1.7375809183279763E12	-10.121951219512196	-2.060240963855422	0.8313253012048193	2.0347097546379413	-10.068222621184919	0.708557749850389	4142.124542124542	1693.040293040293	7.145038167938931	-47.664122137404576	1.4198473282442747	-0.2653673163418291	-0.20539730134932532	-0.3193403298350824	100.52328858732061	32.090316479053584	
1.7375809183329507E12	-10.463414634146341	-2.036144578313253	0.5662650602409639	2.0179533213644523	-10.362657091561939	0.4189108318372232	4143.589743589743	1688.6446886446886	6.0	-47.89312977099237	-1.083969465648855	-0.2653673163418291	-0.20539730134932532	-0.3193403298350824	100.52328858732061	32.090316479053584	
1.737580918337925E12	-10.817073170731708	-1.927710843373494	0.30120481927710846	1.9365649311789348	-10.738479952124477	0.2848593656493118	4147.985347985347	1697.4358974358972	9.129770992366412	-46.167938931297705	-5.648854961832061	-0.2563718140929535	-0.21739130434782608	-0.3103448275862069	100.52328858732061	32.090316479053584	
1.7375809183428994E12	-11.097560975609756	-1.7831325301204821	0.0963855421686747	1.7642130460801915	-11.052064631956911	0.11490125673249552	4146.520146520146	1696.7032967032967	13.908396946564885	-44.65648854961832	-10.351145038167939	-0.2563718140929535	-0.21739130434782608	-0.3103448275862069	100.52851618851585	32.090316479053584	
1.7375809183478738E12	-11.378048780487806	-1.7349397590361446	0.04819277108433735	1.7522441651705565	-11.351286654697786	0.08856971873129862	4143.589743589743	1689.3772893772893	20.595419847328245	-41.847328244274806	-15.053435114503817	-0.26836581709145424	-0.21589205397301348	-0.32083958020989506	100.52851618851585	32.090316479053584	
1.7375809183528481E12	-11.560975609756097	-1.602409638554217	0.10843373493975904	1.5727109515260322	-11.487731897067624	0.17713943746259725	4143.589743589743	1686.4468864468863	26.595419847328245	-39.00763358778626	-19.2824427480916	-0.26836581709145424	-0.21589205397301348	-0.32083958020989506	100.52851618851585	32.090316479053584	
1.7375809183578225E12	-11.865853658536587	-1.4337349397590362	0.18072289156626506	1.397965290245362	-11.803710353081987	0.19389587073608616	4152.380952380952	1699.6336996336995	31.2824427480916	-34.62595419847328	-21.954198473282442	-0.272863568215892	-0.2143928035982009	-0.31784107946026985	100.52590238674242	32.090316479053584	
1.7375809183627969E12	-12.097560975609756	-1.0843373493975905	0.21686746987951808	1.0245362058647516	-12.028725314183124	0.15559545182525433	4126.007326007326	1667.3992673992673	31.93893129770992	-32.30534351145038	-24.85496183206107	-0.272863568215892	-0.2143928035982009	-0.31784107946026985	100.52590238674242	32.090316479053584	
1.7375809183677712E12	-12.451219512195122	-0.7349397590361446	0.07228915662650603	0.6726511071214841	-12.430879712746858	-0.019150209455415918	4136.263736263736	1674.7252747252746	30.15267175572519	-28.396946564885496	-27.43511450381679	-0.25037481259370314	-0.2368815592203898	-0.32533733133433285	100.52590238674242	32.090316479053584	
1.7375809183727456E12	-12.731707317073171	-0.43373493975903615	-0.16867469879518074	0.31837223219628963	-12.742070616397367	-0.33512866546977854	4128.937728937729	1663.7362637362637	25.557251908396946	-25.679389312977097	-29.099236641221374	-0.25037481259370314	-0.2368815592203898	-0.32533733133433285	100.53374379911766	32.090316479053584	
1.73758091837772E12	-13.036585365853659	0.024096385542168676	-0.49397590361445787	-0.10293237582286056	-13.043686415320167	-0.6894075403949731	4146.520146520146	1682.7838827838827	22.946564885496183	-22.732824427480914	-31.404580152671755	-0.26686656671664166	-0.2128935532233883	-0.31784107946026985	100.53374379911766	32.090316479053584	
