"sep=	"
Shimmer_952D_TimestampSync_Unix_CAL	Shimmer_952D_Accel_LN_X_CAL	Shimmer_952D_Accel_LN_Y_CAL	Shimmer_952D_Accel_LN_Z_CAL	Shimmer_952D_Accel_WR_X_CAL	Shimmer_952D_Accel_WR_Y_CAL	Shimmer_952D_Accel_WR_Z_CAL	Shimmer_952D_Gyro_X_CAL	Shimmer_952D_Gyro_Y_CAL	Shimmer_952D_Gyro_Z_CAL	Shimmer_952D_Mag_X_CAL	Shimmer_952D_Mag_Y_CAL	Shimmer_952D_Mag_Z_CAL	
ms	m/(s^2)	m/(s^2)	m/(s^2)	m/(s^2)	m/(s^2)	m/(s^2)	deg/s	deg/s	deg/s	local_flux	local_flux	local_flux	
1.7375805816755059E12	0.268406894250334	9.698795180722891	-0.3346653286478581	0.3093091140685532	9.710857828434312	-0.5405134401482125	0.8227378351849981	1.010435646844459	0.42146916143892815	0.004497751124437781	-1.1349325337331333	-0.04047976011994003	
1.7375805816804807E12	0.32864183461171953	9.72289156626506	-0.3340629792442442	0.3186844823961079	9.70605878824235	-0.54738809209177	1.2162773638801763	1.1098227596488321	0.883749063743479	0.008995502248875561	-1.1319340329835081	-0.038980509745127435	
1.7375805816854553E12	0.29286228003705655	9.698795180722891	-0.3705653531032439	0.3186844823961079	9.70605878824235	-0.54738809209177	1.3541933051240371	1.3914195792612223	0.8746970526805251	0.008995502248875561	-1.1319340329835081	-0.038980509745127435	
1.7375805816904302E12	0.292621340275611	9.72289156626506	-0.3464713769586897	0.34833831635377305	9.677264547090582	-0.5289250555639418	1.3238756184232765	1.2754679476561206	0.8436785864625489	0.01649175412293853	-1.1379310344827587	-0.031484257871064465	
1.737580581695405E12	0.3167153164201652	9.698795180722891	-0.3462304371972441	0.34833831635377305	9.677264547090582	-0.5289250555639418	1.9798968149862268	1.3417260228590357	1.0914823604891164	0.01649175412293853	-1.1379310344827587	-0.031484257871064465	
1.7375805817003796E12	0.3411707022068877	9.771084337349398	-0.3821304616526299	0.3458433624043368	9.684463107378523	-0.519650799200672	2.147113431274823	1.6730163988736126	1.2151499812466735	0.0029985007496251873	-1.1229385307346327	-0.038980509745127435	
1.7375805817053545E12	0.2929827499177793	9.74698795180723	-0.382612341175521	0.3458433624043368	9.684463107378523	-0.519650799200672	2.5158623449929567	1.9546132184860028	1.0937042449615657	0.0029985007496251873	-1.1229385307346327	-0.038980509745127435	
1.7375805817103293E12	0.29286228003705655	9.74698795180723	-0.3705653531032439	0.325515411241699	9.725254949010196	-0.5425142110456933	2.515716111258864	1.9546132184860028	1.1083276183708388	-0.01199400299850075	-1.1274362818590704	-0.037481259370314844	
1.737580581715304E12	0.292621340275611	9.710843373493976	-0.3464713769586897	0.325515411241699	9.725254949010196	-0.5425142110456933	2.5307726080725343	1.5736292860692396	1.1340715051508545	-0.01199400299850075	-1.1274362818590704	-0.037481259370314844	
